task_id,split,connectivity,regions_median,regions_max,mask_preserved,regions_uniform_out,mean_fraction_changed,change_components,aligned_components,aligned_fraction,colour_determines_output,size_determines_output,size_rank_determines_output,bbox_determines_output
776ffc46,training,4,7.0,8,True,True,0.030625,7,7,1.0,False,False,False,False
782b5218,training,4,10.0,10,False,False,0.44,40,40,1.0,False,False,False,False
78e78cff,training,4,1.0,1,True,False,0.39015151515151514,2,2,1.0,False,False,False,False
79369cc6,training,4,5.0,17,False,False,0.02270972028302205,7,5,0.7142857142857143,False,False,False,False
794b24be,training,4,2.0,3,False,False,0.4666666666666667,16,7,0.4375,False,False,False,False
7acdf6d3,training,4,1.0,1,True,False,0.027574889053254437,7,7,1.0,False,False,False,False
7b6016b9,training,4,1.0,1,False,True,0.796716189712409,13,13,1.0,False,False,False,False
7c8af763,training,4,1.0,1,False,False,0.5333333333333333,21,21,1.0,False,False,False,False
7d1f7ee8,training,4,5.0,7,True,True,0.12379662741981583,10,10,1.0,False,False,False,True
7d419a02,training,4,7.0,9,True,False,0.2373523771550087,27,27,1.0,False,False,False,False
7d7772cc,training,4,1.5,2,True,False,0.0546875,28,28,1.0,False,False,False,False
7ddcd7ec,training,4,3.0,3,False,True,0.04666666666666667,14,14,1.0,False,False,False,False
7df24a62,training,4,28.5,40,False,False,0.05434782608695653,7,7,1.0,False,False,False,False
7e02026e,training,4,18.0,19,False,True,0.09027777777777779,6,6,1.0,False,False,False,False
7e0986d6,training,4,7.5,9,False,False,0.07280219780219781,28,28,1.0,False,False,False,False
7e2bad24,training,4,6.0,7,False,False,0.0390625,30,30,1.0,False,False,False,False
7e576d6e,training,4,1.0,1,True,False,0.07740740740740741,3,3,1.0,False,False,False,False
7ec998c9,training,4,1.0,1,True,False,0.26121598639455784,6,6,1.0,False,False,False,False
7ee1c6ea,training,4,2.0,2,True,False,0.22,7,7,1.0,False,False,False,False
7f4411dc,training,4,8.0,12,False,False,0.058535352881145496,22,22,1.0,False,False,False,False
810b9b61,training,4,4.0,8,True,True,0.12345679012345678,6,6,1.0,False,True,True,True
817e6c09,training,4,6.0,9,True,True,0.14408963585434176,15,15,1.0,False,False,False,False
825aa9e9,training,4,1.0,1,True,False,0.13134920634920633,14,14,1.0,False,False,False,False
82819916,training,4,3.0,4,False,False,0.13541666666666669,8,8,1.0,False,False,False,False
83302e8f,training,4,4.0,6,False,True,0.735411459494168,36,36,1.0,False,False,False,False
833966f4,training,4,1.5,2,False,False,0.8,4,3,0.75,False,False,False,False
834ec97d,training,4,1.0,1,False,True,0.31440329218106994,9,6,0.6666666666666666,False,False,False,False
8403a5d5,training,4,1.0,1,False,True,0.3866666666666667,3,3,1.0,False,False,False,False
84551f4c,training,4,4.0,5,False,False,0.29365079365079366,16,16,1.0,False,False,False,False
845d6e51,training,4,11.0,16,True,False,0.13333333333333333,23,23,1.0,False,False,False,False
84ba50d3,training,4,1.0,1,True,False,0.12488729804747122,19,19,1.0,False,False,False,False
84db8fc4,training,4,6.5,10,False,False,0.4125,55,55,1.0,False,False,False,False
84f2aca1,training,4,3.0,5,False,True,0.041605029585798814,12,12,1.0,False,False,False,False
855e0971,training,4,1.0,1,False,False,0.06463755542702912,24,24,1.0,False,False,False,False
85b81ff1,training,4,5.0,5,False,False,0.07692307692307693,56,56,1.0,False,False,False,False
85c4e7cd,training,4,1.0,1,True,False,0.8666666666666667,6,6,1.0,False,False,False,False
85fa5666,training,4,12.0,15,False,False,0.2150366512345679,70,61,0.8714285714285714,False,False,False,False
868de0fa,training,4,3.0,5,False,True,0.16658494031221302,15,15,1.0,False,False,False,False
87ab05b8,training,4,1.0,1,False,False,0.4375,11,10,0.9090909090909091,False,False,False,False
880c1354,training,4,1.0,1,True,False,0.4635416666666667,9,9,1.0,False,False,False,False
88207623,training,4,6.0,6,False,False,0.08510044642857142,10,10,1.0,False,False,False,False
8886d717,training,4,1.0,1,True,False,0.08122895622895622,27,27,1.0,False,False,False,False
88a10436,training,4,2.0,2,False,False,0.08957231040564373,3,0,0.0,False,False,False,False
890034e9,training,4,9.0,15,False,False,0.034769463340891905,3,0,0.0,False,False,False,False
891232d6,training,4,22.0,68,False,False,0.09612974085712561,6,0,0.0,False,False,False,False
896d5239,training,4,17.0,22,False,False,0.0862179487179487,7,2,0.2857142857142857,False,False,False,False
8a371977,training,4,1.0,1,False,True,0.3820084753720936,166,166,1.0,False,False,False,False
8cb8642d,training,4,1.0,3,False,False,0.24485024779142428,5,5,1.0,False,False,False,False
8d510a79,training,4,9.5,11,False,True,0.12,15,15,1.0,False,False,False,False
8dab14c2,training,4,1.0,1,True,False,0.015585693411980177,14,14,1.0,False,False,False,False
8dae5dfc,training,4,2.0,2,True,False,0.4551564175721888,11,11,1.0,False,False,False,False
8e301a54,training,4,1.0,1,True,False,0.15666666666666668,12,12,1.0,False,False,False,False
8e5a5113,training,4,2.0,2,False,False,0.5454545454545454,6,6,1.0,False,False,False,False
8eb1be9a,training,4,1.0,1,False,True,0.40043859649122804,9,9,1.0,False,False,False,False
8ee62060,training,4,6.0,6,False,False,0.27444444444444444,26,24,0.9230769230769231,False,False,False,False
8f2ea7aa,training,4,3.0,3,False,True,0.1810699588477366,25,25,1.0,False,False,False,False
8fbca751,training,4,3.0,3,False,True,0.17247732426303855,16,16,1.0,False,False,False,False
902510d5,training,4,11.0,14,False,True,0.1299466526739254,18,15,0.8333333333333334,False,False,False,False
90347967,training,4,1.0,1,False,False,0.40094062316284534,5,4,0.8,False,False,False,False
90f3ed37,training,4,7.0,18,False,True,0.10222222222222223,17,17,1.0,False,False,False,False
913fb3ed,training,4,1.5,3,False,True,0.16840277777777776,6,6,1.0,False,False,False,False
91714a58,training,4,33.0,37,False,False,0.30859375,108,108,1.0,False,False,False,False
917bccba,training,4,1.0,1,False,False,0.2152777777777778,27,27,1.0,False,False,False,False
928ad970,training,4,5.0,5,False,True,0.18021978021978025,3,3,1.0,False,False,False,False
92e50de0,training,4,1.0,1,False,False,0.06664503826097329,51,51,1.0,False,False,False,False
9344f635,training,4,1.0,1,False,False,0.35620722054253795,12,11,0.9166666666666666,False,False,False,False
9356391f,training,4,2.0,2,False,False,0.24609375,4,4,1.0,False,False,False,False
93b581b8,training,4,1.0,1,False,False,0.3796296296296296,12,12,1.0,False,False,False,False
93c31fbe,training,4,24.0,25,False,False,0.03745090658134136,35,35,1.0,False,False,False,False
941d9a10,training,4,1.0,1,False,True,0.13999999999999999,9,9,1.0,False,False,False,False
94414823,training,4,3.0,3,False,True,0.16,3,3,1.0,False,False,False,False
9473c6fb,training,4,1.0,1,True,False,0.11979166666666667,22,22,1.0,False,False,False,False
94be5b80,training,4,2.5,3,False,False,0.12684047978165625,4,3,0.75,False,False,False,False
952a094c,training,4,1.0,1,False,False,0.08,22,22,1.0,False,False,False,False
9565186b,training,4,1.0,1,True,False,0.4722222222222222,5,5,1.0,False,False,False,False
95755ff2,training,4,20.0,22,False,False,0.17079889807162532,8,8,1.0,False,False,False,False
95990924,training,4,2.0,4,False,True,0.0637037037037037,28,28,1.0,False,False,False,False
95a58926,training,4,10.0,13,False,False,0.1376252030276798,110,110,1.0,False,False,False,False
963c33f8,training,4,1.0,1,True,False,0.08088860544217687,10,10,1.0,False,False,False,False
963f59bc,training,4,2.5,5,False,True,0.07204664022845841,11,11,1.0,False,False,False,False
96a8c0cd,training,4,8.5,15,False,True,0.12777189915347809,4,4,1.0,False,False,False,False
9720b24f,training,4,3.5,19,False,False,0.048907254361799816,7,7,1.0,False,False,False,False
97239e3d,training,4,16.0,18,False,False,0.1718569780853518,25,25,1.0,False,False,False,False
9772c176,training,4,2.0,2,False,True,0.06740673119983465,15,15,1.0,False,False,False,False
97999447,training,4,2.0,3,False,True,0.12797619047619047,5,5,1.0,False,False,False,False
97c75046,training,4,1.0,1,True,False,0.03194444444444444,6,6,1.0,False,False,False,False
981add89,training,4,1.0,1,True,False,0.12805555555555556,7,7,1.0,False,False,False,False
9841fdad,training,4,1.0,1,True,False,0.08782762691853602,7,7,1.0,False,False,False,False
984d8a3e,training,4,1.0,1,True,False,0.22999999999999998,9,9,1.0,False,False,False,False
985ae207,training,4,1.0,1,True,False,0.14333333333333334,8,8,1.0,False,False,False,False
98c475bf,training,4,1.0,8,False,False,0.119375,18,17,0.9444444444444444,False,False,False,False
98cf29f8,training,4,1.0,1,False,False,0.12235528489398458,7,6,0.8571428571428571,False,False,False,False
992798f6,training,4,2.0,2,False,True,0.050859708867521364,21,21,1.0,False,False,False,False
99306f82,training,4,4.0,5,False,True,0.22074074074074077,3,3,1.0,False,False,False,False
9968a131,training,4,2.5,4,False,False,0.3125,5,2,0.4,False,False,False,False
99caaf76,training,4,1.0,1,False,False,0.3992521367521367,21,18,0.8571428571428571,False,False,False,False
99fa7670,training,4,2.0,3,False,True,0.2589285714285714,4,4,1.0,False,False,False,False
9b2a60aa,training,4,5.0,7,False,True,0.056970762613345736,15,15,1.0,False,False,False,False
9b30e358,training,4,1.0,1,True,False,0.19,2,2,1.0,False,False,False,False
9b365c51,training,4,5.0,6,False,False,0.42804232804232806,16,16,1.0,False,False,False,False
9b4c17c4,training,4,1.0,1,True,False,0.21304001554001553,25,25,1.0,False,False,False,False
9b5080bb,training,4,1.0,1,True,False,0.023456206679269065,17,17,1.0,False,False,False,False
9bebae7a,training,4,3.0,4,False,False,0.1445944055944056,13,11,0.8461538461538461,False,False,False,False
9c1e755f,training,4,1.0,2,False,False,0.31499999999999995,5,5,1.0,False,False,False,False
9c56f360,training,4,8.0,9,False,False,0.12698412698412698,11,9,0.8181818181818182,False,False,False,False
9caba7c3,training,4,23.0,23,True,False,0.061865189289012,20,20,1.0,False,False,False,False
9caf5b84,training,4,1.0,1,False,False,0.4045138888888889,18,14,0.7777777777777778,False,False,False,False
9d9215db,training,4,4.0,5,False,True,0.08402585410895662,91,91,1.0,False,False,False,False
9ddd00f0,training,4,3.5,5,False,True,0.2522314049586777,6,6,1.0,False,False,False,False
9def23fe,training,4,9.0,9,False,True,0.2650513538748833,23,23,1.0,False,False,False,False
9dfd6313,training,4,3.0,4,False,False,0.33240740740740743,10,10,1.0,False,False,False,False
9edfc990,training,4,20.0,21,False,False,0.40976016326977865,26,26,1.0,False,False,False,False
9f27f097,training,4,1.0,1,False,False,0.15046296296296294,3,3,1.0,False,False,False,False
9f41bd9c,training,4,1.0,1,True,False,0.20687581098615918,18,18,1.0,False,False,False,False
9f5f939b,training,4,1.0,1,True,False,0.009114583333333334,4,4,1.0,False,False,False,False
9f669b64,training,4,1.0,1,True,False,0.16,10,10,1.0,False,False,False,False
9f8de559,training,4,1.0,1,True,False,0.00510204081632653,4,4,1.0,False,False,False,False
a04b2602,training,4,10.0,12,False,False,0.1843137254901961,16,8,0.5,False,False,False,False
a096bf4d,training,4,16.0,20,True,False,0.009290601924530496,11,11,1.0,False,False,False,False
a09f6c25,training,4,1.0,1,True,False,0.14985606430938028,22,22,1.0,False,False,False,False
a1570a43,training,4,5.0,5,False,False,0.20553350970017636,15,8,0.5333333333333333,False,False,False,False
a2d730bd,training,4,1.0,1,True,False,0.08595571095571096,8,8,1.0,False,False,False,False
a2fd1cf0,training,4,2.0,2,False,True,0.08619708994708995,3,3,1.0,False,False,False,False
a3f84088,training,4,1.0,1,False,True,0.3709838860295658,7,7,1.0,False,False,False,False
a406ac07,training,4,1.0,1,False,False,0.18666666666666668,14,14,1.0,False,False,False,False
a48eeaf7,training,4,4.5,5,False,True,0.07,14,14,1.0,False,False,False,False
a5313dff,training,4,3.0,4,False,True,0.13425925925925927,5,5,1.0,False,False,False,False
a57f2f04,training,4,1.0,2,False,False,0.17965796598519712,17,17,1.0,False,False,False,False
a5f85a15,training,4,7.0,10,True,True,0.09085648148148147,9,9,1.0,False,False,False,False
a61f2674,training,4,4.5,5,False,True,0.32098765432098764,9,9,1.0,False,False,False,False
a64e4611,training,4,61.0,72,False,True,0.29703703703703704,3,3,1.0,False,False,False,False
a65b410d,training,4,1.0,1,False,True,0.26171579743008316,6,6,1.0,False,False,False,False
a699fb00,training,4,10.0,11,False,True,0.06666666666666667,14,14,1.0,False,False,False,False
a78176bb,training,4,5.0,8,False,False,0.16,30,30,1.0,False,False,False,False
a79310a0,training,4,1.0,1,False,False,0.23407407407407407,3,0,0.0,False,False,False,False
a834deea,training,4,5.0,5,False,True,0.05770296101492683,11,11,1.0,False,False,False,False
a85d4709,training,4,3.0,3,False,True,1.0,4,0,0.0,False,False,False,False
a8610ef7,training,4,4.0,4,True,False,0.5833333333333334,15,15,1.0,False,False,False,False
a8d7556c,training,4,14.0,26,False,True,0.06378600823045268,13,13,1.0,False,False,False,False
a934301b,training,4,6.0,7,False,False,0.20109017966160825,10,10,1.0,False,False,False,False
a9f96cdd,training,4,1.0,1,False,True,0.25,15,15,1.0,False,False,False,False
aa18de87,training,4,7.5,12,False,True,0.2557291666666667,6,6,1.0,False,False,False,False
aa300dc3,training,4,1.0,1,False,True,0.07250000000000001,29,29,1.0,False,False,False,False
aa62e3f4,training,4,1.0,1,True,False,0.37252869897959184,2,2,1.0,False,False,False,False
aabf363d,training,4,2.0,2,False,True,0.2653061224489796,4,4,1.0,False,False,False,False
aaef0977,training,4,1.0,1,False,False,0.984375,2,2,1.0,False,False,False,False
aba27056,training,4,1.0,1,False,True,0.41005291005291006,13,13,1.0,False,False,False,False
ac0c2ac3,training,4,1.0,1,False,False,0.9356840583391811,3,3,1.0,False,False,False,False
ac0c5833,training,4,17.0,22,False,False,0.03138987508218278,22,22,1.0,False,False,False,False
ac2e8ecf,training,4,6.0,7,False,False,0.3454504582898248,20,11,0.55,False,False,False,False
ac3e2b04,training,4,2.0,3,False,False,0.1358531746031746,10,5,0.5,False,False,False,False
ac605cbb,training,4,2.0,3,False,True,0.085114274053668,16,16,1.0,False,False,False,False
ad173014,training,4,1.0,1,True,False,0.03466981736212505,16,16,1.0,False,False,False,False
ad38a9d0,training,4,1.0,1,True,False,0.32098765432098764,14,14,1.0,False,False,False,False
ad3b40cf,training,4,1.0,1,True,False,0.035945859053497946,5,5,1.0,False,False,False,False
ae3edfdc,training,4,8.0,10,False,True,0.056296296296296296,37,36,0.972972972972973,False,False,False,False
ae58858e,training,4,6.5,9,True,True,0.15208333333333332,9,9,1.0,False,True,True,True
aedd82e4,training,4,3.0,3,True,True,0.12708333333333333,6,6,1.0,False,True,True,True
af726779,training,4,1.0,1,True,False,0.05398536648536648,29,29,1.0,False,False,False,False
af902bf9,training,4,4.0,8,False,True,0.08666666666666667,4,4,1.0,False,False,False,False
b15fca0b,training,4,2.0,4,False,False,0.3926666666666666,5,5,1.0,False,False,False,False
b1948b0a,training,4,1.0,1,True,False,0.46759259259259256,12,12,1.0,False,False,False,False
b20f7c8b,training,4,5.0,5,True,False,0.2297979797979798,15,15,1.0,False,False,False,False
b230c067,training,4,3.0,3,True,True,0.22666666666666668,9,9,1.0,False,True,True,True
b25e450b,training,4,1.0,1,False,False,0.4177777777777778,11,6,0.5454545454545454,False,False,False,False
b27ca6d3,training,4,11.5,14,False,True,0.05810185185185185,3,3,1.0,False,False,False,False
b2862040,training,4,1.0,1,True,False,0.14765512265512265,8,8,1.0,False,False,False,False
b2bc3ffd,training,4,1.0,1,True,False,0.2708333333333333,13,13,1.0,False,False,False,False
b457fec5,training,4,2.0,3,True,False,0.23145797856391473,4,4,1.0,False,False,False,False
b527c5c6,training,4,2.0,2,False,False,0.25875,8,8,1.0,False,False,False,False
b548a754,training,4,2.0,2,False,False,0.18070565797838525,3,0,0.0,False,False,False,False
b5bb5719,training,4,1.0,1,True,False,0.17290249433106575,7,7,1.0,False,False,False,False
b60334d2,training,4,3.5,4,False,True,0.38888888888888884,7,0,0.0,False,False,False,False
b6afb2da,training,4,2.0,2,True,False,0.45,4,4,1.0,False,False,False,False
b7249182,training,4,2.0,2,False,True,0.13487993487993488,3,3,1.0,False,False,False,False
b7256dcd,training,4,1.0,1,True,False,0.305,3,3,1.0,False,False,False,False
b745798f,training,4,1.0,2,False,False,0.5116062986770057,17,15,0.8823529411764706,False,False,False,False
b74ca5d1,training,4,1.0,1,False,False,0.08333333333333333,75,74,0.9866666666666667,False,False,False,False
b775ac94,training,4,3.0,7,False,False,0.06505668934240362,21,21,1.0,False,False,False,False
b782dc8a,training,4,4.0,4,False,False,0.20410839160839161,7,7,1.0,False,False,False,False
b7955b3c,training,4,1.0,1,False,False,0.07771164021164022,8,8,1.0,False,False,False,False
b7f8a4d8,training,4,30.0,30,False,False,0.04898283459003099,46,46,1.0,False,False,False,False
b7fb29bc,training,4,2.0,2,False,True,0.21333333333333335,3,3,1.0,False,False,False,False
b8825c91,training,4,1.0,1,True,False,0.076171875,8,8,1.0,False,False,False,False
b8cdaf2b,training,4,1.0,1,False,False,0.13596371882086167,12,12,1.0,False,False,False,False
b942fd60,training,4,6.0,18,False,False,0.2909259259259259,6,6,1.0,False,False,False,False
b9630600,training,4,7.0,7,False,False,0.05185185185185185,53,53,1.0,False,False,False,False
ba26e723,training,4,1.0,1,True,False,0.2492041292041292,22,22,1.0,False,False,False,False
ba97ae07,training,4,1.0,1,True,False,0.0264848666290974,4,4,1.0,False,False,False,False
ba9d41b8,training,4,2.0,3,False,False,0.11334841628959276,81,81,1.0,False,False,False,False
bae5c565,training,4,1.0,1,False,False,0.4174884944115713,8,5,0.625,False,False,False,False
baf41dbf,training,4,3.0,4,False,False,0.16384729649435534,8,7,0.875,False,False,False,False
bb43febb,training,4,2.0,2,True,False,0.13,4,4,1.0,False,False,False,False
bb52a14b,training,4,42.0,44,False,False,0.01721763085399449,17,17,1.0,False,False,False,False
bc93ec48,training,4,1.0,1,True,False,0.15083333333333335,11,11,1.0,False,False,False,False
bcb3040b,training,4,20.0,31,False,False,0.06804398148148148,16,14,0.875,False,False,False,False
bd14c3bf,training,4,8.0,9,True,True,0.12288065843621399,11,11,1.0,False,False,False,False
bd283c4a,training,4,1.0,1,True,False,0.685,7,7,1.0,False,False,False,False
bd4472b8,training,4,1.0,1,False,False,0.7388888888888889,3,3,1.0,False,False,False,False
bd5af378,training,4,1.0,1,True,False,0.9154166666666667,4,4,1.0,False,False,False,False
bda2d7a6,training,4,1.0,2,False,False,1.0,3,0,0.0,False,False,False,False
bdad9b1f,training,4,2.0,2,False,True,0.19444444444444445,2,2,1.0,False,False,False,False
beb8660c,training,4,4.0,6,False,False,0.46613756613756613,8,5,0.625,False,False,False,False
bf32578f,training,4,5.0,5,False,True,0.3748148148148149,3,0,0.0,False,False,False,False
bf89d739,training,4,5.0,7,False,True,0.071841412425294,4,4,1.0,False,False,False,False
c074846d,training,4,1.0,1,False,False,0.12036281179138322,10,10,1.0,False,False,False,False
c0f76784,training,4,3.0,3,False,True,0.0949074074074074,8,8,1.0,False,False,False,False
c1d99e64,training,4,8.0,17,False,True,0.15030222615361935,4,4,1.0,False,False,False,False
c35c1b4c,training,4,3.0,3,False,False,0.08666666666666667,7,3,0.42857142857142855,False,False,False,False
c3fa4749,training,4,1.0,1,False,False,0.027100000000000003,7,4,0.5714285714285714,False,False,False,False
c444b776,training,4,9.0,9,False,False,0.07079101261926746,32,32,1.0,False,False,False,False
c4d1a9ae,training,4,11.0,21,False,False,0.38125,35,35,1.0,False,False,False,False
c6141b15,training,4,1.0,1,True,False,0.13707386363636365,27,27,1.0,False,False,False,False
c61be7dc,training,4,5.0,5,False,False,0.4187875205746224,5,2,0.4,False,False,False,False
c62e2108,training,4,6.0,6,False,False,0.19536248117728558,10,0,0.0,False,False,False,False
c6e1b8da,training,4,3.0,3,False,False,0.12749999999999997,18,14,0.7777777777777778,False,False,False,False
c7d4e6ad,training,4,2.0,2,True,False,0.125,2,2,1.0,False,False,False,False
c87289bb,training,4,6.5,7,False,True,0.2597222222222222,14,14,1.0,False,False,False,False
c8f0f002,training,4,1.0,1,True,False,0.38518518518518513,8,8,1.0,False,False,False,False
c9680e90,training,4,1.0,1,True,False,0.1778785588309398,18,18,1.0,False,False,False,False
c97c0139,training,4,1.5,2,False,True,0.18015627303553,6,6,1.0,False,False,False,False
c9f8e694,training,4,3.0,4,True,False,0.38541666666666663,5,5,1.0,False,False,False,False
caa06a1f,training,4,1.0,1,True,False,1.0,3,3,1.0,False,False,False,False
cb227835,training,4,2.0,2,False,True,0.10226525611140995,24,24,1.0,False,False,False,False
cbded52d,training,4,9.0,9,True,False,0.036458333333333336,7,7,1.0,False,False,False,False
cc9053aa,training,4,1.0,1,True,False,0.22633744855967075,3,3,1.0,False,False,False,False
ce039d91,training,4,9.0,13,True,False,0.145,26,26,1.0,False,False,False,False
ce22a75a,training,4,3.5,4,False,True,0.38888888888888884,4,0,0.0,False,False,False,False
ce9e57f2,training,4,4.0,4,True,False,0.1251469723691946,12,12,1.0,False,False,False,False
cf133acc,training,4,9.0,13,False,False,0.1051851851851852,6,6,1.0,False,False,False,False
cfb2ce5a,training,4,4.0,4,False,False,0.38999999999999996,5,5,1.0,False,False,False,False
d037b0a7,training,4,3.0,3,False,True,0.3703703703703703,3,3,1.0,False,False,False,False
d06dbe63,training,4,1.0,1,False,True,0.10946745562130178,4,4,1.0,False,False,False,False
d07ae81c,training,4,1.0,1,True,False,0.14430938457254247,90,90,1.0,False,False,False,False
d22278a0,training,4,2.0,3,False,True,0.4404759221242738,38,38,1.0,False,False,False,False
d23f8c26,training,4,4.0,7,False,False,0.3377777777777778,13,13,1.0,False,False,False,False
d255d7a7,training,4,7.0,7,False,False,0.40460246598639454,8,0,0.0,False,False,False,False
d282b262,training,4,5.0,5,False,False,0.24,19,16,0.8421052631578947,False,False,False,False
d2abd087,training,4,6.0,7,True,True,0.26333333333333336,16,16,1.0,False,True,True,True
d2acf2cb,training,4,3.0,6,False,False,0.1728395061728395,6,3,0.5,False,False,False,False
d304284e,training,4,1.0,1,False,True,0.15838509316770186,27,27,1.0,False,False,False,False
d364b489,training,4,5.5,6,False,True,0.185,37,37,1.0,False,False,False,False
d37a1ef5,training,4,4.0,5,False,True,0.22474747474747478,3,3,1.0,False,False,False,False
d406998b,training,4,12.5,14,True,True,0.16987179487179485,25,25,1.0,False,False,False,False
d43fd935,training,4,8.0,11,False,True,0.06666666666666667,7,7,1.0,False,False,False,False
d492a647,training,4,11.0,12,False,True,0.13221153846153846,49,49,1.0,False,False,False,False
d4a91cb9,training,4,2.0,2,False,True,0.10934343434343435,3,3,1.0,False,False,False,False
d4f3cd78,training,4,1.0,1,False,True,0.185,2,2,1.0,False,False,False,False
d511f180,training,4,1.0,1,True,False,0.4696296296296296,5,5,1.0,False,False,False,False
d5d6de2d,training,4,2.0,2,False,True,0.1796296296296296,5,1,0.2,False,False,False,False
d6542281,training,4,1.0,1,True,False,0.045785594475132085,10,10,1.0,False,False,False,False
d687bc17,training,4,11.0,11,False,True,0.08047619047619047,33,32,0.9696969696969697,False,False,False,False
d6ad076f,training,4,2.0,2,False,True,0.11666666666666665,3,3,1.0,False,False,False,False
d6e50e54,training,4,1.0,1,True,False,0.18574074074074073,12,12,1.0,False,False,False,False
d753a70b,training,4,1.0,1,True,False,0.14192708333333334,11,11,1.0,False,False,False,False
d89b689b,training,4,5.0,5,False,False,0.08,15,15,1.0,False,False,False,False
d8c310e9,training,4,1.0,1,False,False,0.16,3,3,1.0,False,False,False,False
d90796e8,training,4,6.0,7,False,False,0.14663643235071808,6,6,1.0,False,False,False,False
d931c21c,training,4,2.0,6,False,True,0.23725862952836638,9,9,1.0,False,False,False,False
d93c6891,training,4,1.0,1,True,False,0.08586309523809525,5,5,1.0,False,False,False,False
d94c3b52,training,4,30.0,56,True,True,0.13333333333333333,38,38,1.0,False,False,False,False
d968ffd4,training,4,1.0,1,True,False,0.614938080495356,5,5,1.0,False,False,False,False
d9f24cd1,training,4,5.5,6,False,True,0.28,6,6,1.0,False,False,False,False
da2b0fe3,training,4,2.0,2,False,True,0.10000000000000002,3,3,1.0,False,False,False,False
db3e9e38,training,4,1.0,1,False,True,0.3232142857142857,4,4,1.0,False,False,False,False
db615bd4,training,4,1.0,1,True,False,0.11093333333333333,122,122,1.0,False,False,False,False
db7260a4,training,4,3.0,3,False,True,0.092,10,10,1.0,False,False,False,False
db93a21d,training,4,3.0,3,False,True,0.4785416666666667,5,5,1.0,False,False,False,False
dbc1a6ce,training,4,8.5,13,False,True,0.15647095959595958,18,18,1.0,False,False,False,False
dc1df850,training,4,3.0,4,False,True,0.3372916666666666,4,4,1.0,False,False,False,False
dc2aa30b,training,4,9.0,9,True,False,0.33608815426997246,53,53,1.0,False,False,False,False
dc2e9a9d,training,4,3.0,3,False,True,0.08029694091075165,7,7,1.0,False,False,False,False
dc433765,training,4,2.0,2,False,True,0.10501757570403211,10,6,0.6,False,False,False,False
dc46ea44,training,4,1.0,1,True,False,0.12672176308539945,22,22,1.0,False,False,False,False
dce56571,training,4,1.0,1,True,False,0.15986531986531985,12,12,1.0,False,False,False,False
dd2401ed,training,4,9.5,13,False,False,0.15714285714285714,14,12,0.8571428571428571,False,False,False,False
ddf7fa4f,training,4,6.0,6,True,True,0.30666666666666664,9,9,1.0,False,False,False,False
ded97339,training,4,5.0,6,False,True,0.09666666666666668,8,8,1.0,False,False,False,False
df8cc377,training,4,14.0,22,False,True,0.06053945249597423,70,70,1.0,False,False,False,False
df978a02,training,4,1.0,1,False,False,0.0234375,12,12,1.0,False,False,False,False
df9fd884,training,4,1.0,1,True,False,0.09709362139917695,6,6,1.0,False,False,False,False
e048c9ed,training,4,4.5,5,False,True,0.06303030303030302,12,12,1.0,False,False,False,False
e0fb7511,training,4,2.0,3,False,True,0.10453648915187376,18,18,1.0,False,False,False,False
e179c5f4,training,4,1.0,1,False,True,0.9638888888888889,3,3,1.0,False,False,False,False
e1d2900e,training,4,13.0,18,False,True,0.02433048433048433,41,40,0.975609756097561,False,False,False,False
e2092e0c,training,4,31.0,31,False,False,0.07111111111111111,3,0,0.0,False,False,False,False
e21a174a,training,4,1.0,2,False,False,0.37294207623877956,6,2,0.3333333333333333,False,False,False,False
e21d9049,training,4,1.0,1,False,False,0.1143939393939394,7,7,1.0,False,False,False,False
e26a3af2,training,4,1.0,1,True,False,0.16208432090785033,78,78,1.0,False,False,False,False
e39e9282,training,4,1.0,1,True,False,0.10140461857633576,15,15,1.0,False,False,False,False
e3fe1151,training,4,1.0,1,False,False,0.16,12,12,1.0,False,False,False,False
e4075551,training,4,5.0,5,False,True,0.21354497354497357,14,14,1.0,False,False,False,False
e40b9e2f,training,4,2.0,2,False,False,0.049999999999999996,13,13,1.0,False,False,False,False
e41c6fd3,training,4,4.0,5,False,False,0.17890853108244412,16,13,0.8125,False,False,False,False
e45ef808,training,4,1.0,1,True,False,0.10069444444444445,4,4,1.0,False,False,False,False
e4888269,training,4,5.0,5,True,False,0.015,9,9,1.0,False,False,False,False
e48d4e1a,training,4,2.0,2,False,False,0.36249999999999993,22,20,0.9090909090909091,False,False,False,False
e4941b18,training,4,1.0,1,True,False,0.04101830508756916,9,9,1.0,False,False,False,False
e5062a87,training,4,6.0,13,False,False,0.10666666666666667,15,15,1.0,False,False,False,False
e509e548,training,4,5.0,8,True,True,0.1778879015721121,16,16,1.0,False,False,False,False
e5790162,training,4,3.0,4,False,True,0.14409722222222224,5,5,1.0,False,False,False,False
e5c44e8f,training,4,10.0,11,False,True,0.34435261707988984,4,4,1.0,False,False,False,False
e619ca6e,training,4,2.0,3,False,True,0.12370202220380579,36,36,1.0,False,False,False,False
e681b708,training,4,27.0,33,True,False,0.048742253452398375,78,78,1.0,False,False,False,False
e69241bd,training,4,15.0,20,False,False,0.28025531200134374,16,16,1.0,False,False,False,False
e729b7be,training,4,1.0,1,True,False,0.16488530052543893,3,3,1.0,False,False,False,False
e73095fd,training,4,1.0,1,False,True,0.07038316001164298,9,9,1.0,False,False,False,False
